OBST ID;TYPE;COORD;LAT;LONG;HGT AGL (FT);ELEV MSL (FT);LGT COLOR;LGT TYPE;LGT INTST;LGT HR;MARKINGS;Area of coverage;Identification of the data originator;Data source identifier;Horizontal accuracy (m);Horizontal confidence level (%);Horizontal resolution (m);Horizontal extent;Horizontal reference system;Vertical accuracy (m);Vertical confidence level (%);Vertical resolution (m);Vertical reference system;Geometry type;Unit of measurement;Integrity;Date and time stamp
EFINOB 41971;Wind turbine;654239.354N 250126.403E;65.71093159;25.02400077;821;934;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41972;Wind turbine;654208.257N 250201.84E;65.70229369;25.03384436;821;912;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41973;Wind turbine;654220.17N 250107.032E;65.70560271;25.01861997;821;903;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41974;Wind turbine;654153.456N 250049.854E;65.69818234;25.01384837;821;898;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41975;Wind turbine;654212.993N 245959.051E;65.70360917;24.99973629;821;910;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41976;Wind turbine;654235.683N 250000.365E;65.70991195;25.00010138;821;909;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41977;Wind turbine;654255.13N 250028.366E;65.715314;25.00787946;821;917;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41978;Wind turbine;654327.31N 250031.546E;65.72425285;25.00876285;821;946;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41979;Wind turbine;654306.623N 250129.758E;65.71850637;25.02493285;821;941;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41980;Wind turbine;654229.216N 250253.024E;65.70811547;25.04806236;821;929;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41981;Wind turbine;654249.181N 250300.247E;65.71366127;25.05006862;821;945;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41982;Wind turbine;654257.554N 250218.879E;65.71598719;25.03857741;821;941;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41983;Wind turbine;654304.893N 250357.528E;65.71802593;25.06597991;821;960;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41984;Wind turbine;654326.366N 250324.089E;65.72399042;25.05669126;821;960;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41985;Wind turbine;654324.072N 250221.354E;65.72335321;25.03926501;821;949;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41986;Wind turbine;654348.237N 250203.061E;65.73006579;25.03418354;821;973;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41987;Wind turbine;654352.608N 250044.821E;65.73127991;25.01245016;821;954;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41988;Wind turbine;654347.044N 250256.152E;65.72973439;25.04893109;821;970;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41989;Wind turbine;654408.206N 250238.376E;65.73561291;25.04399329;821;986;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41990;Wind turbine;654406.656N 250134.36E;65.73518214;25.02621112;821;984;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41991;Wind turbine;654417.857N 250044.159E;65.73829368;25.01226629;821;963;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41992;Wind turbine;654442.431N 250036.364E;65.74511985;25.01010103;821;970;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 41993;Wind turbine;654430.943N 250129.725E;65.74192849;25.0249235;821;984;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.1.2021 0.00.00 +00:00
EFINOB 42039;Wind turbine;624838.3N 213243.978E;62.8106388888889;21.5455494444444;657;761;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;15.1.2019 0.00.00 +00:00
EFINOB 42040;Wind turbine;624914.083N 213151.933E;62.8205786111111;21.5310925;657;752;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;15.1.2019 0.00.00 +00:00
EFINOB 42041;Wind turbine;624846.954N 213115.913E;62.8130427777778;21.5210869444444;657;745;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;15.1.2019 0.00.00 +00:00
EFINOB 42042;Wind turbine;624814.718N 213150.804E;62.8040883333333;21.5307788888889;657;753;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;15.1.2019 0.00.00 +00:00
EFINOB 42054;Chimney;650208.804N 253054.458E;65.0357788888889;25.5151272222222;361;434;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;13.12.2018 0.00.00 +00:00
EFINOB 42130;Mast;644057.217N 242941.711E;64.6825602777778;24.4949197222222;342;357;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.2018 0.00.00 +00:00
EFINOB 42165;Wind turbine;623621.78N 245545.3E;62.60605;24.92925;722;1520;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.6.2022 0.00.00 +00:00
EFINOB 42166;Wind turbine;623805.148N 245724.331E;62.6347633333333;24.9567586111111;722;1520;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.6.2022 0.00.00 +00:00
EFINOB 42167;Wind turbine;623739.247N 245835.086E;62.6275686111111;24.9764127777778;739;1447;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.6.2022 0.00.00 +00:00
EFINOB 42168;Wind turbine;623606.573N 245507.874E;62.6018258333333;24.9188538888889;722;1477;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.6.2022 0.00.00 +00:00
EFINOB 42169;Wind turbine;623603.933N 245605.366E;62.6010925;24.9348238888889;739;1526;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.6.2022 0.00.00 +00:00
EFINOB 42170;Wind turbine;623711.703N 245852.74E;62.6199175;24.9813166666667;739;1444;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;17.6.2022 0.00.00 +00:00
EFINOB 42219;Wind turbine;605836.902N 232033.287E;60.976917130000004;23.34257959;689;1139;W;FLG;LIH;H24;Y;NIL;NIL;Traficom;50;90;5;NIL;NIL;30;90;1;NIL;POINT;ft/m;Routine;17.8.2021 0.00.00 +00:00
EFINOB 42224;Wind turbine;605853.844N 231949.916E;60.98162336;23.33053211;693;1139;W;FLG;LIH;H24;Y;NIL;NIL;Traficom;50;90;5;NIL;NIL;30;90;1;NIL;POINT;ft/m;Routine;17.8.2021 0.00.00 +00:00
EFINOB 42230;Wind turbine;605916.477N 232402.517E;60.98791027777778;23.400699166666666;689;1136;W;FLG;LIH;H24;Y;NIL;NIL;Traficom;50;90;5;NIL;NIL;30;90;1;NIL;POINT;ft/m;Routine;17.8.2021 0.00.00 +00:00
EFINOB 42231;Wind turbine;610006.774N 232320.658E;61.00188166666667;23.389071666666666;689;1132;W;FLG;LIH;H24;Y;NIL;NIL;Traficom;50;90;5;NIL;NIL;30;90;1;NIL;POINT;ft/m;Routine;17.8.2021 0.00.00 +00:00
EFINOB 42266;Mast;631701.511N 234322.646E;63.2837530555556;23.7229572222222;489;808;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;13.7.2018 0.00.00 +00:00
EFINOB 42272;Wind turbine;612429.715N 213644.998E;61.408254141;21.61249955;755;899;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42273;Wind turbine;612426.522N 213717.894E;61.407367347;21.621637204;755;909;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42274;Wind turbine;612414.248N 213732.355E;61.403957756;21.625654301;755;903;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42276;Wind turbine;612350.089N 213701.284E;61.397246918;21.617023221;755;880;W;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42277;Wind turbine;612456.654N 213812.442E;61.415737313;21.636789375;755;903;W;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42278;Wind turbine;612411.481N 214044.194E;61.403189144;21.678942806;755;909;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42279;Wind turbine;612355.185N 214110.033E;61.3986625;21.6861202777778;755;906;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42280;Wind turbine;612414.798N 213619.979E;61.404110518;21.605549695;755;883;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42281;Wind turbine;612406.221N 213700.022E;61.401727923;21.616672699;755;903;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42282;Wind turbine;612443.423N 214027.457E;61.412062018;21.674293501;755;899;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42283;Wind turbine;612459.984N 214036.882E;61.416662208;21.676911614;755;899;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42284;Wind turbine;612428.173N 214108.754E;61.407825744;21.685764977;755;909;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42285;Wind turbine;612444.241N 214157.33E;61.412289299;21.699258359;724;862;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42286;Wind turbine;612431.297N 214216.597E;61.40869353;21.704610224;724;865;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42287;Wind turbine;612411.545N 214156.027E;61.403206973;21.698896398;755;906;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.3.2023 0.00.00 +00:00
EFINOB 42302;Wind turbine;605211.958N 231703.217E;60.8699883333333;23.2842269444444;739;1199;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.3.2021 0.00.00 +00:00
EFINOB 42303;Wind turbine;605200.525N 231754.122E;60.8668125;23.2983672222222;739;1183;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.3.2021 0.00.00 +00:00
EFINOB 42304;Wind turbine;605132.908N 231857.098E;60.8591411111111;23.3158605555556;739;1174;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.3.2021 0.00.00 +00:00
EFINOB 42306;Wind turbine;612455.031N 213605.757E;61.41528649;21.60159915;755;899;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42307;Wind turbine;612437.519N 213600.407E;61.41042188;21.6001131;755;896;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42308;Wind turbine;612449.786N 213649.863E;61.41382934;21.61385095;755;903;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42309;Wind turbine;612457.225N 213728.804E;61.41589585;21.62466776;755;903;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42311;Wind turbine;612450.923N 213859.395E;61.41414522;21.64983196;755;896;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42312;Wind turbine;612441.99N 213925.938E;61.411664;21.657205;755;896;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42313;Wind turbine;612417.979N 213837.271E;61.40499416;21.64368628;755;916;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42315;Wind turbine;612349.168N 213817.286E;61.39699104;21.63813497;755;899;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42316;Wind turbine;612352.513N 213917.453E;61.39792029;21.65484797;755;896;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42317;Wind turbine;612337.257N 213852.03E;61.39368255;21.64778614;755;893;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42318;Wind turbine;612416.009N 213957.218E;61.4044469;21.66589378;755;909;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42319;Wind turbine;612425.957N 214019.576E;61.4072104;21.6721045;755;903;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42320;Wind turbine;612452.07N 213959.025E;61.41446401;21.66639585;755;896;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 42337;Wind turbine;613204.75N 224825.466E;61.5346527777778;22.8070738888889;755;1132;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;15.2.2022 0.00.00 +00:00
EFINOB 42409;Wind turbine;621229N 214249E;62.2080555555556;21.7136111111111;706;973;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42410;Wind turbine;621228N 214330E;62.2077777777778;21.725;706;977;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42411;Wind turbine;621159N 214201E;62.1997222222222;21.7002777777778;706;962;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42412;Wind turbine;621209N 214248E;62.2025;21.7133333333333;706;997;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42413;Wind turbine;621214N 214347E;62.2038888888889;21.7297222222222;706;1001;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42414;Wind turbine;621144N 214126E;62.1955555555556;21.6905555555556;706;936;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42415;Wind turbine;621138N 214203E;62.1938888888889;21.7008333333333;706;982;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42416;Wind turbine;621157N 214310E;62.1991666666667;21.7194444444444;706;1018;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42417;Wind turbine;621122N 214130E;62.1894444444444;21.6916666666667;706;978;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42418;Wind turbine;621147N 214338E;62.1963888888889;21.7272222222222;706;1009;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42419;Wind turbine;621104N 214059E;62.1844444444444;21.6830555555556;706;961;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42420;Wind turbine;621044N 214129E;62.1788888888889;21.6913888888889;706;996;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;1.8.2019 0.00.00 +00:00
EFINOB 42424;Mast;610556.687N 235040.68E;61.0990797222222;23.8446333333333;483;942;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;6.8.2018 0.00.00 +00:00
EFINOB 42449;Wind turbine;635037.9N 253251.616E;63.8438611111111;25.5476711111111;739;1214;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.10.2021 0.00.00 +00:00
EFINOB 42462;Wind turbine;640757.51N 234229.17E;64.1326416666667;23.7081027777778;682;744;W;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.4.2022 0.00.00 +00:00
EFINOB 42463;Wind turbine;640806.19N 234307.16E;64.1350527777778;23.7186555555556;681;747;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.4.2022 0.00.00 +00:00
EFINOB 42464;Wind turbine;640753.05N 234332.55E;64.1314027777778;23.7257083333333;682;747;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.4.2022 0.00.00 +00:00
EFINOB 42465;Wind turbine;640754.8N 234410.02E;64.1318888888889;23.7361166666667;681;740;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.4.2022 0.00.00 +00:00
EFINOB 42466;Wind turbine;640812.62N 234352.89E;64.1368388888889;23.7313583333333;681;740;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.4.2022 0.00.00 +00:00
EFINOB 42467;Wind turbine;640822.61N 234330.99E;64.1396138888889;23.725275;682;747;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.4.2022 0.00.00 +00:00
EFINOB 42468;Wind turbine;640840.74N 234336.33E;64.14465;23.7267583333333;682;734;W;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.4.2022 0.00.00 +00:00
EFINOB 42472;Mast;640620.18N 244759.05E;64.1056055555556;24.7997361111111;463;735;R;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.8.2018 0.00.00 +00:00
EFINOB 42482;Wind turbine;623037.122N 211641.256E;62.5103116666667;21.2781266666667;755;816;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42483;Wind turbine;623044.912N 211606.876E;62.5124755555555;21.2685766666667;755;815;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42484;Wind turbine;623050.526N 211721.237E;62.514035;21.2892325;755;828;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42485;Wind turbine;623106.455N 211656.371E;62.5184597222222;21.2823252777778;755;826;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
